A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,Class
b,61,6.1062004244163255,u,g,cc,v,0.34086154692746784,t,840,f,f,21881,0
b,25,2.8863055324025577,u,p,cc,v,0.12905953474743492,f,470,f,f,53037,0
c,64,5.812382214226123,y,g,no_cc,t,0.6758314457741138,t,708,t,f,21630,0
b,52,1.5436271527420231,y,g,no_cc,t,4.815575557945869,t,677,f,f,40789,0
c,31,4.811401018548175,y,p,no_cc,t,2.747647679475085,f,487,f,f,146083,1
d,34,5.325894325515859,y,g,no_cc,t,4.8291108057661,f,529,t,f,108059,1
c,53,0.5182353682242691,y,p,cc,t,2.16248939165066,t,418,t,t,103494,0
a,67,3.366042781939206,y,g,no_cc,v,1.5590806654262979,t,455,f,t,66151,0
d,57,1.3441467693897424,u,g,cc,v,2.5307093142012205,f,764,f,f,68920,1
c,21,0.6337497047276774,u,p,no_cc,t,2.1975584431645507,f,403,t,t,129388,1
b,19,9.899602323899453,y,p,no_cc,t,0.5283234213087196,f,801,f,f,87231,1
c,23,3.2235384497472297,y,g,cc,t,3.204131573451031,f,474,t,t,137946,1
b,59,8.09874445854635,u,p,no_cc,v,1.080190912547998,f,720,f,t,100357,1
d,21,2.5464065476376385,y,g,no_cc,v,3.0979397744891477,t,433,f,f,23262,0
a,46,6.8150272222392925,u,g,cc,v,3.2510054619907667,f,690,f,t,86981,1
a,35,7.6022785988968655,y,g,cc,v,0.7601242656432405,t,800,t,t,140951,0
a,43,5.956387406078443,y,p,no_cc,v,0.3067481355533408,f,332,f,t,143099,1
a,61,4.715761885501584,u,g,cc,v,3.9038079303421993,t,354,f,t,101972,0
c,51,4.118409141472686,y,g,no_cc,v,2.2990021188466008,f,818,f,t,95485,1
c,27,3.4886826654299528,y,p,cc,t,0.29081897752737895,f,311,t,t,74722,0
c,53,9.29529144247826,y,g,no_cc,v,4.9743315858488355,t,827,f,t,109499,0
c,31,8.306194077877292,y,g,cc,v,0.2889028049818332,f,672,t,f,70818,0
b,48,9.650269106665126,y,g,no_cc,v,3.475176144292766,f,783,t,f,49932,0
d,65,1.2429722348554473,u,p,no_cc,t,4.918394626317068,t,527,f,f,26901,0
c,32,7.308674752036443,y,p,no_cc,t,1.195900521079628,t,606,f,t,137473,0
b,25,9.383404568210379,y,p,no_cc,v,0.7112468434359809,f,756,t,f,119023,1
b,31,1.8123306616566015,u,p,no_cc,v,0.6069246971121445,f,459,f,f,28597,0
a,40,0.664962673667775,u,p,no_cc,t,1.5163757378379779,t,630,t,t,149631,1
b,57,7.4112064929005905,y,g,cc,t,0.5052290550532335,t,524,t,t,83909,0
a,38,5.744731131799119,y,g,no_cc,v,3.4608067084706597,f,803,f,t,92391,1
c,33,8.41828776758272,y,p,cc,v,0.31145899065031346,t,755,f,t,104214,0
b,62,1.397723766262895,y,g,cc,t,2.5471106407489486,t,344,f,f,28263,0
a,35,7.952673118598902,y,p,no_cc,t,4.983484269264884,f,513,f,f,83293,0
c,64,2.0162732004774453,y,g,cc,v,4.069851347530094,t,358,t,t,132824,0
c,41,1.636559428657045,u,g,no_cc,v,3.0760971911550543,f,494,t,f,144933,1
c,43,1.6426579793099294,y,g,cc,v,1.5312681039330585,f,788,f,t,45805,1
b,42,8.14574720231382,y,g,cc,t,3.1194791814581926,f,456,f,t,111679,0
b,62,6.651972206962001,u,g,cc,t,2.6352073195582584,t,525,f,f,31874,0
b,58,5.230654247691193,u,g,cc,t,2.130416919451857,t,711,f,t,113065,1
a,46,3.5883048412350247,y,p,no_cc,v,0.6535518837009974,t,504,f,f,106402,0
d,32,8.772005408131083,y,g,cc,v,4.433021076202333,t,378,f,t,34079,0
c,62,3.924451074226354,y,g,no_cc,t,2.2489232441066127,f,423,f,f,69850,0
d,18,8.16599439471577,y,g,cc,v,0.9731125591038253,t,770,f,t,92779,0
d,42,4.391349085702184,y,p,cc,t,1.838796754386448,f,517,t,f,115408,1
c,24,3.769444294249076,y,g,cc,v,2.0706487626446353,t,815,t,f,29018,0
c,26,4.626797856696064,u,p,no_cc,t,4.137689477834371,f,403,f,f,140606,1
b,41,3.0137787416414206,u,g,no_cc,t,3.6680719028070103,t,692,t,t,69500,0
c,18,7.476093801762511,y,p,no_cc,v,3.846524468206699,f,733,f,f,140062,1
c,61,5.027203900924792,u,p,cc,v,0.05515632214323607,f,630,t,f,32100,1
c,25,2.322126951468173,u,g,no_cc,t,2.0807699908988075,f,442,f,f,77021,0
a,41,8.995745732745684,y,p,no_cc,v,2.4067207581766183,f,839,t,f,134995,1
b,28,3.8389122137321143,y,p,no_cc,v,0.09596138411528343,f,577,t,t,39800,0
a,68,5.435528611139886,u,g,no_cc,v,1.299066043725171,t,532,t,t,148126,0
d,34,9.06472110964547,y,p,cc,v,3.801449115610675,f,828,t,t,83400,1
c,25,6.242379959139921,u,g,no_cc,v,0.6855485286449953,t,389,t,t,112446,0
d,52,1.1689804070836407,y,p,cc,t,2.6765506572629585,f,791,f,t,49437,1
d,52,9.398321236134752,u,g,no_cc,t,1.0760093600861875,t,498,f,t,123124,0
a,50,6.277080530714178,y,p,no_cc,t,0.060603873219466364,t,661,f,f,96537,1
b,22,3.3490561465708613,u,p,no_cc,t,1.2060072879977075,f,740,t,f,66675,1
b,59,1.3927207266338726,u,p,no_cc,v,4.879368774550269,f,325,f,t,39942,0
d,56,7.9402518927029595,u,g,no_cc,t,4.007685559414948,f,324,t,t,40862,0
b,58,6.200727559285135,u,g,cc,v,4.797883221605167,t,693,t,f,31669,0
b,45,5.334610919763215,y,g,cc,v,2.4392702196318123,f,806,t,t,141219,1
c,24,8.938925830509577,u,g,cc,v,0.5486809933875175,t,600,t,t,73772,0
b,26,7.885972112245307,y,g,no_cc,v,2.739797444868465,f,638,f,f,35916,0
d,25,1.5167487973275118,u,g,cc,t,2.2718866727998046,t,566,f,f,30878,0
d,29,3.1172206779554825,y,p,cc,v,4.22178541369808,t,760,t,t,22985,0
d,51,2.4848913981446574,y,p,no_cc,v,0.49041290392122294,t,755,t,f,117905,1
d,50,7.43946292572677,u,p,no_cc,v,2.441205685108891,f,659,t,t,93648,1
c,65,0.3353243473577938,y,g,cc,t,0.7502433234699213,t,367,f,t,61235,0
a,40,5.698896848713165,u,g,cc,t,1.6233796344502998,t,711,t,f,38931,0
a,41,7.624586857406905,u,p,no_cc,v,3.686785386938998,t,790,f,f,112876,0
d,54,8.767656367617494,y,p,cc,t,2.3800906468438328,f,348,t,t,20336,0
d,52,3.4208174871590744,y,p,cc,t,1.8794414257288468,t,401,f,f,62933,0
d,61,8.212573046720129,y,g,no_cc,v,1.9723813928501766,t,515,f,f,104899,0
a,57,1.1063173695520723,y,g,no_cc,v,2.297233842029933,t,737,f,t,65536,0
a,39,8.464522917345182,u,g,no_cc,t,3.9250827191852844,f,458,f,t,89504,0
d,44,1.2748866233198242,u,p,no_cc,t,4.460423444701172,t,788,t,t,119214,1
d,52,3.9728729056036727,u,p,no_cc,t,4.776673432519641,t,541,t,t,71148,0
a,18,7.972953657795536,y,g,cc,v,3.9345169312764754,f,304,t,t,133936,0
c,52,1.4991742734877378,u,p,cc,v,1.5770344787400636,f,660,f,t,36279,1
c,54,2.2925139523264146,u,g,no_cc,t,3.4406735304327105,t,758,f,f,88665,1
c,64,7.222525683930662,u,g,no_cc,v,2.1880156202769596,t,547,t,t,123751,0
d,31,7.200365365460744,y,g,no_cc,t,1.2733531102302558,t,721,t,f,124433,0
a,20,6.411476328852973,u,p,no_cc,t,4.204357897129613,f,314,t,f,91386,1
b,18,6.939484444671001,u,p,no_cc,t,0.19213174481162498,t,421,f,t,106124,0
d,22,5.427244433475962,u,g,cc,v,4.508809960677118,t,576,t,t,125750,0
d,43,2.5179905890695276,u,p,no_cc,v,2.307387323123671,f,752,t,f,97485,1
b,31,3.4569599350391944,y,g,no_cc,v,3.1860073840414023,f,689,t,t,94055,1
b,56,1.8159771680142567,u,p,no_cc,v,3.2967696110289135,f,593,t,f,111911,1
c,44,9.084505613336283,y,g,no_cc,t,4.475588703532682,t,745,t,t,118618,0
b,26,5.833917947661204,y,g,no_cc,t,3.183348410836037,f,509,f,t,97273,1
a,32,4.008514167636399,u,p,no_cc,v,3.069667923800309,t,601,t,t,86670,1
c,32,4.620058036441327,u,p,cc,v,0.3332602028034498,t,522,f,f,96474,0
d,43,9.472833396118153,u,g,no_cc,t,2.59204010972602,f,302,f,f,74028,0
a,59,1.533514031160802,y,p,cc,v,0.7508450040852083,t,817,f,f,110022,1
a,30,5.862298320167972,u,g,no_cc,v,3.687168843607428,t,392,t,t,133892,0
a,68,5.05888678884466,y,g,cc,v,2.5611096040633723,t,819,t,t,111632,1
d,49,6.1145423543464785,u,g,cc,t,3.4011388960417666,f,727,f,f,126651,1
d,56,0.18110183820840509,u,g,cc,v,0.20836450301192133,t,792,f,f,91128,1
a,66,8.721239089441514,y,p,cc,t,0.4239600802290161,f,534,f,f,38108,0
d,69,9.321182824836123,u,g,no_cc,t,3.5816169403134115,f,460,f,t,72495,0
a,49,5.65133183589209,u,p,no_cc,t,0.36042167999336683,f,630,t,f,102806,1
b,21,6.966508238768922,u,g,no_cc,v,0.356283638826293,t,632,f,t,113185,1
c,47,9.224993811772958,u,g,no_cc,t,0.06054237617443725,f,349,t,f,96533,0
b,54,7.072386343133986,y,g,cc,t,4.7825069914974,t,822,t,t,119025,0
b,40,1.5253904291426135,u,p,cc,v,3.687541797295035,f,791,t,f,76830,1
b,56,5.762883601668132,y,g,cc,t,1.7662570425103208,f,571,f,f,94640,1
d,62,6.067150463828559,u,g,cc,t,1.4826779064382762,f,551,f,t,72509,0
b,32,4.24130671302386,y,p,no_cc,v,1.7485161487292478,t,389,t,t,86406,0
c,60,7.3644423562472285,y,g,no_cc,t,3.8732676559059094,f,745,t,f,114220,1
c,46,9.343670147690148,y,p,cc,v,3.306853055352072,f,631,f,f,59519,0
a,53,9.255685129067764,u,p,no_cc,t,0.9259778393373397,f,438,t,t,69649,0
b,30,4.508393714041321,y,g,cc,t,0.8705466766704217,f,656,t,t,54524,1
b,49,1.1323804584075525,u,g,cc,t,0.4919782485669866,f,573,t,f,116493,1
d,24,9.848411989623346,y,p,cc,t,3.301513598506691,t,318,t,f,53885,0
d,68,8.388980864459342,y,g,no_cc,v,3.8218633111086797,f,610,t,t,64369,0
d,39,1.2466268120326685,u,g,no_cc,t,1.3252321416250201,t,453,t,f,121132,0
c,45,9.208418826173723,u,p,no_cc,v,0.10472480515456406,t,689,f,t,115402,0
a,19,8.698963620621283,y,g,no_cc,v,0.41085833738213673,t,559,t,f,50676,0
a,59,5.188380571260721,u,p,cc,t,4.839300174225152,f,424,t,f,84093,1
c,62,5.912754357449293,u,p,cc,t,1.4772238873871013,t,653,t,f,67764,0
d,23,3.9900270387013026,y,g,cc,v,3.846115739190668,f,572,t,t,70799,0
d,45,0.5476163882203133,u,p,no_cc,t,3.1233178442713188,t,544,t,t,99414,0
c,45,3.3519724164590095,u,g,cc,t,1.9096981982644796,f,749,t,f,125296,1
b,61,8.028534485980114,u,p,no_cc,t,1.0284363109777757,f,546,t,t,113095,0
b,61,0.04632023004602859,y,p,cc,t,0.6069320907970321,f,819,t,t,132082,1
d,37,3.334991716911442,y,p,no_cc,v,3.075064840194333,t,440,t,t,92307,0
d,47,3.9816869359094333,y,g,no_cc,v,3.87316890318894,t,661,f,f,102062,1
b,28,5.373956029379229,u,g,no_cc,t,3.2195212677056535,f,307,t,f,115432,1
b,45,9.198556164127606,u,g,cc,t,2.6515106662457915,f,777,f,t,51923,0
a,42,3.4634599436596125,y,p,cc,v,0.20975611715818132,f,651,t,f,137449,1
c,56,3.469532018962277,y,g,no_cc,v,4.842443887971919,t,794,f,t,121739,1
b,50,7.3750124810974835,y,p,cc,t,3.9935709582728727,f,726,t,t,124926,1
b,18,4.522179408898071,u,g,cc,v,1.4641101835048236,f,338,f,t,98388,1
a,44,2.2460482293998196,y,p,no_cc,v,4.899851646794254,f,486,f,t,67574,0
d,69,4.524395161326934,u,g,cc,t,3.0094079481816105,f,392,f,f,63391,0
c,30,1.4085702037979986,y,g,cc,v,2.912113291036232,t,385,f,f,148691,0
a,58,1.763869865062233,u,g,no_cc,v,3.7403658971476608,f,343,f,f,141757,1
d,20,4.983677727394797,y,p,cc,t,4.058848940450687,t,436,t,f,73664,0
a,56,4.189254495045479,u,p,cc,t,3.2823930366575134,f,720,t,t,87384,1
d,23,9.148459010681,y,p,no_cc,t,0.6404787318310001,f,373,t,t,51027,0
c,25,3.623938991166331,u,g,no_cc,v,1.691337529972492,f,847,f,f,55464,1
d,44,5.805883502780435,u,p,cc,t,4.640418201630249,f,811,f,t,54485,1
c,26,6.322642879195303,y,g,no_cc,v,1.1230780592192597,f,455,f,t,148366,1
a,54,0.13094456588333636,u,p,cc,t,1.8608351191875667,f,554,t,f,39456,0
a,50,6.635373720167106,y,g,no_cc,v,2.16038441472098,f,470,f,t,94795,1
d,68,1.7803596686975143,y,g,cc,v,2.197024948472261,t,469,t,t,55554,0
c,59,9.610703174694551,y,p,cc,t,3.0646979124726275,f,621,t,t,66922,0
b,61,1.4866272775311296,u,p,no_cc,t,4.715379188723538,t,755,t,f,33409,0
a,41,4.146241237270237,y,p,no_cc,v,1.203463559162525,t,454,f,t,89327,0
c,32,0.8534966807864386,y,g,cc,v,0.6075068815045903,t,648,f,f,111400,1
a,49,9.968742518459473,y,g,cc,t,0.9873524492996866,t,750,t,f,56639,0
b,49,5.021950103312426,u,p,cc,t,4.434624501046348,t,472,t,t,120110,0
a,41,5.953850173200438,y,g,no_cc,v,3.2290540632760303,f,309,f,t,83627,1
c,58,0.6707647738842748,y,g,no_cc,v,1.4295339461958005,f,564,f,t,103424,1
d,69,7.499604703991778,u,p,cc,v,4.079734694843086,t,737,f,f,39692,0
c,66,2.0990559309558576,u,g,no_cc,v,4.30684998181718,t,546,t,t,109037,0
c,66,8.980542894407137,y,g,no_cc,v,4.232571693451391,f,845,t,t,98840,1
b,69,2.0513964048200717,u,p,cc,v,4.5946326681977725,t,798,f,f,74200,0
a,29,1.9068772066366657,y,g,cc,v,1.261205100866808,t,428,f,t,113063,0
a,56,0.3654966784809488,y,g,cc,v,3.7752096437313916,t,626,t,t,77415,0
c,19,4.720669451099992,y,p,cc,t,2.3026974863707,t,703,t,t,38074,0
b,20,5.648411332626164,u,p,cc,t,4.209992764450307,f,658,f,f,35549,1
c,66,0.6570863942835237,y,p,no_cc,t,3.642453385808066,f,316,f,t,49963,0
d,54,7.755276166950106,y,g,no_cc,v,3.882237232498623,t,573,t,t,111456,0
a,66,4.532888347480276,y,g,no_cc,t,3.2808091884053576,f,415,t,f,116362,1
a,34,5.243902693275801,y,p,no_cc,t,0.8871438473485344,f,390,f,t,121607,1
c,66,4.407627469382281,u,p,cc,v,2.7251345944846914,t,381,f,t,72265,0
d,19,4.00763060875326,u,p,cc,t,4.923348697622541,t,623,f,f,36061,0
d,19,5.596403313082179,u,p,no_cc,v,4.6869403324855945,f,413,t,t,78226,0
d,45,1.552402459307125,u,g,no_cc,v,0.21586867898505835,f,357,f,f,48810,0
c,40,1.8192813049527112,y,p,cc,v,0.8240740786471856,t,453,t,f,80006,0
d,54,8.617856210135173,y,g,no_cc,v,0.6586438672728095,f,703,t,f,142538,1
a,49,9.461154621336327,u,p,cc,t,3.6298995499264777,f,565,f,t,133502,0
a,50,3.7330931627975295,y,g,no_cc,v,4.088926649284725,t,614,t,t,42800,0
b,18,2.707446731435538,u,p,cc,t,1.0675568315533597,f,340,f,t,136192,1
d,36,6.439995432390157,y,p,no_cc,v,2.529263464759145,t,404,t,f,128959,0
c,19,4.087341710980964,y,g,cc,t,4.203515140056,f,492,f,t,145433,1
d,61,0.2538635566034486,y,p,no_cc,v,3.664007723831253,f,700,f,f,127228,1
a,43,1.5615259736619036,u,g,cc,v,2.7111860274592416,t,577,t,f,95476,0
a,49,7.159722288473976,y,g,no_cc,t,2.9517384522938643,f,653,f,f,89460,1
a,23,6.589239419101514,u,g,cc,t,2.5418027345814,f,555,t,t,77767,0
c,49,0.2709599250348349,y,g,cc,t,1.4877422565941028,t,398,t,f,48054,0
b,21,2.219721619329494,y,g,cc,t,2.8251099642950805,t,581,t,f,95319,0
a,28,2.310747965880714,y,p,no_cc,v,3.4444265102504534,f,702,t,t,122789,1
d,34,6.718927435987284,u,p,cc,v,4.366614579304039,f,408,t,t,65397,0
a,55,0.19710537754364155,y,p,cc,t,3.1814567698962404,f,498,f,t,33233,0
a,41,1.0410858198457384,y,g,cc,v,3.80560768521579,f,602,t,t,131205,1
b,22,7.999160853731894,y,g,no_cc,v,0.800358174772865,t,626,f,t,110020,0
b,69,1.7854466205433361,y,p,cc,v,2.3077873720989492,f,453,t,t,45068,0
d,51,6.527461078518747,u,g,no_cc,v,0.04665809913546648,t,704,t,f,85727,1
a,23,2.381827810467265,u,g,no_cc,t,1.233394322608115,t,761,t,t,110610,1
c,39,0.9944139275934516,y,g,cc,v,3.632308575565024,t,431,f,f,90453,0
d,28,2.4317219099945406,u,g,cc,t,4.9590497567468175,t,383,f,f,124135,0
a,65,7.2226693185565916,u,p,cc,t,0.49589049793607953,f,698,t,f,45832,0
b,33,8.556964681062858,u,g,no_cc,v,2.0074715793064413,t,408,f,f,128464,0
d,50,8.302198645669916,u,p,no_cc,v,4.000354843495797,f,520,t,f,106242,0
b,26,3.9718352961845484,y,p,cc,v,1.0201781731444943,f,667,t,f,33682,1
a,23,6.680851365706461,y,g,cc,v,2.7754247465114315,f,446,f,t,112298,1
a,33,2.0498429541582097,u,g,no_cc,v,3.665356480148374,t,411,f,t,43383,0
d,46,2.9314773026101326,u,g,cc,t,3.0799272513008953,t,793,t,t,78160,0
a,20,8.963358185211197,y,p,cc,t,0.9401236730770807,f,804,f,t,113332,1
d,37,0.13001923510736035,y,p,no_cc,t,1.776922843428697,f,774,f,f,43666,1
c,53,0.8550853085446808,y,p,no_cc,t,3.9189589224269863,t,570,f,t,78817,0
a,36,2.078862551460273,y,g,cc,t,2.7711325706600833,t,720,t,t,111198,1
c,43,0.26532203873819715,y,g,no_cc,t,0.026148067714563683,t,666,t,f,130695,1
a,20,1.8143543508979731,y,g,cc,v,3.8049538001404692,t,579,t,t,54642,0
c,36,5.830415609696922,u,p,cc,v,0.17655677470119535,t,582,t,f,61830,0
c,37,4.214245505924979,y,g,cc,v,3.728668913656161,t,339,t,f,123067,0
a,49,8.926717110769749,u,p,cc,t,1.012402800826187,t,488,f,t,30234,0
a,24,8.17443561738441,y,g,no_cc,t,4.790367400596901,t,463,f,t,77616,0
b,69,3.4181735169787597,y,g,no_cc,v,1.8397037565104224,f,835,f,f,29221,1
a,58,2.594234334312925,u,g,no_cc,v,1.6346580816903955,t,835,f,f,31410,0
c,50,3.7969240816726693,u,g,cc,t,0.7444402516622234,f,303,f,t,100055,1
a,57,5.902949425148077,y,g,no_cc,t,1.5280210774510743,t,589,f,t,81413,0
a,56,2.6806364082287626,y,g,no_cc,t,4.383253809141003,t,732,t,t,21051,0
d,35,6.24148907849134,y,p,no_cc,v,4.981671688136236,f,770,f,f,130529,1
d,57,4.0941165219124045,u,p,cc,t,1.8415476525342416,t,480,t,f,95301,0
d,18,5.520471808519803,y,g,cc,v,2.2430531547727126,t,547,f,t,96918,0
a,28,4.361265291353167,y,p,no_cc,v,3.6103546910136854,f,578,f,f,98116,1
c,45,2.9446575954191765,u,g,no_cc,t,4.430978902325372,t,553,f,t,142226,0
b,42,9.484533069621566,y,p,no_cc,v,2.9652216709339205,t,480,f,f,76563,0
d,67,7.636057941597608,y,p,no_cc,v,1.9576284908891468,f,808,t,f,117859,1
b,40,1.4011317576645255,y,g,cc,v,2.0631092042431187,t,625,f,f,64757,0
d,48,8.684679758979128,u,p,no_cc,v,3.478090732484034,t,656,f,f,146169,0
c,47,4.874311982495136,y,g,cc,t,0.016091318021393408,f,690,t,f,141008,1
d,59,8.945522268940914,y,g,no_cc,t,3.0979466872992036,t,384,f,f,97475,0
a,52,7.998552559473152,y,p,no_cc,v,1.777465052206787,f,616,t,t,71257,0
a,24,4.252135044692334,y,p,no_cc,t,3.9709866563854215,t,511,f,f,115500,0
c,33,0.22469308320117398,u,p,no_cc,v,0.4649531991156608,f,814,t,t,20307,1
d,43,2.686773593849461,u,g,cc,t,2.9410113347419524,f,683,t,f,76889,1
b,65,5.416342146608669,y,p,cc,t,2.404864449430619,f,641,f,f,88895,1
a,69,6.334782198261473,u,p,cc,v,3.211627629526137,t,337,f,t,115184,0
b,66,2.578876854332023,y,p,no_cc,v,0.32426797241484173,f,810,f,f,55944,1
d,19,1.3935607407282413,y,p,no_cc,t,2.899918937140656,f,719,f,f,119555,1
c,18,8.34930236799299,u,g,cc,v,2.8074229397976187,f,468,t,t,58134,0
b,65,9.84402180703552,y,p,no_cc,t,2.8033004720808545,f,642,f,f,47323,0
b,29,5.256901823026858,u,g,no_cc,v,3.017438332982274,t,605,f,t,136205,1
a,22,1.716792858483035,y,p,no_cc,t,3.382339686131811,f,841,t,f,91762,1
d,54,2.7230732651936895,u,p,no_cc,v,4.024944998403849,t,836,f,t,107225,1
b,49,0.18390676547466733,u,p,no_cc,v,1.3491036006410717,f,411,t,t,116507,1
a,26,9.14298806560499,y,p,no_cc,v,4.1252470509003105,t,710,t,t,45954,0
b,58,1.1775108289014113,y,p,no_cc,t,2.491278411317268,t,505,t,t,75021,0
c,52,5.765164755142536,u,g,no_cc,t,0.3852913956716558,f,484,f,f,109959,1
a,36,2.74055220687206,y,g,no_cc,t,0.292754646219896,t,681,f,f,115927,1
b,65,5.541780025157934,y,g,cc,t,1.6711915934803039,f,795,f,t,99866,1
a,33,6.514203883518642,y,p,cc,v,3.9244848855573378,f,678,f,t,90427,1
b,20,8.297418037072017,u,g,no_cc,v,3.5384046737045787,t,346,f,t,24992,0
c,37,2.064212717606032,y,g,cc,v,3.943074823362032,f,827,t,f,21961,1
b,41,0.10995828658480478,y,p,cc,v,2.586345282208047,f,803,t,t,32497,1
b,50,1.3688563006880727,y,p,no_cc,t,2.2009949897774526,f,321,t,f,137551,1
d,41,9.00018641848105,u,p,cc,t,0.7372626335314197,t,512,t,t,52551,0
a,69,8.738900775625153,u,g,no_cc,t,1.6409637680465576,f,609,f,f,96384,1
b,28,5.974131021703083,y,p,no_cc,t,2.1700968308693764,f,571,f,f,145374,1
d,66,6.005168604336534,y,g,cc,t,0.44300214839808616,t,501,f,t,75755,0
