A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A14;Class
d;61;4.103968269896615;y;p;no_cc;t;3.950152181535307;f;655;f;t;40527;1
b;69;9.823786169086064;u;p;cc;v;1.523395695490204;t;832;t;f;43569;0
c;20;1.1203890216805235;u;p;cc;v;0.4045964152562609;t;551;f;f;31151;0
d;54;3.9785559904574166;y;p;no_cc;v;2.014900893825807;f;534;f;t;91094;1
a;68;9.69470433275369;y;p;no_cc;t;0.8676225749325434;t;526;t;f;79174;0
c;24;8.655071258939802;y;g;cc;v;3.4747554445123088;t;824;t;t;64739;0
c;38;8.1707207094928;y;g;no_cc;t;1.7304986326889278;f;612;f;f;52954;0
a;26;2.579028270449398;y;p;no_cc;t;4.878051004299574;f;348;f;t;132984;1
b;56;1.7088758739006582;y;p;no_cc;t;3.20486038672666;f;417;f;t;132863;1
b;35;6.68643219924431;y;g;no_cc;v;4.112402818171804;f;353;t;f;129373;1
d;21;9.293759891275858;u;p;cc;t;0.6626233637092421;f;343;f;t;55303;0
b;42;5.567628930139298;y;g;no_cc;v;4.310072411363112;f;352;t;f;54700;0
a;31;5.7161268946989985;u;p;cc;t;4.613785952566972;f;824;t;f;113036;1
d;67;2.7997909366028417;y;g;no_cc;t;2.4353095940946794;f;401;t;t;143728;1
b;26;7.694929331919369;u;p;cc;v;3.031264688754887;t;697;t;t;87568;0
d;43;1.8704374855752337;u;p;cc;t;3.8240490045149773;f;437;f;t;86788;1
c;19;3.2367923640424365;u;g;cc;v;0.8741931363020627;t;686;f;f;91045;1
b;37;4.254364386164168;y;g;cc;t;2.5128303823172122;f;410;t;t;57842;0
c;45;5.07610378684455;y;p;cc;t;1.9933151388615655;t;316;f;t;33900;0
d;64;2.4240973241508024;y;g;no_cc;t;0.7318699608112456;f;481;f;t;147992;1
d;24;1.1483682473920354;u;p;no_cc;t;1.8376721114576573;f;835;t;t;100059;1
b;61;6.1062004244163255;u;g;cc;t;0.34086154692746784;t;840;t;f;21881;0
a;25;2.8863055324025577;u;g;cc;v;0.12905953474743492;t;470;t;f;53037;0
d;64;5.812382214226123;u;g;cc;t;0.6758314457741138;f;708;f;f;21630;1
d;52;1.5436271527420231;y;p;cc;v;4.815575557945869;t;677;t;f;40789;0
a;31;4.811401018548175;y;g;no_cc;t;2.747647679475085;t;487;t;t;146083;0
b;34;5.325894325515859;y;g;no_cc;t;4.8291108057661;t;529;t;f;108059;0
c;53;0.5182353682242691;u;g;no_cc;t;2.16248939165066;t;418;t;f;103494;0
c;67;3.366042781939206;y;p;no_cc;v;1.5590806654262979;t;455;t;t;66151;0
c;57;1.3441467693897424;y;p;cc;t;2.5307093142012205;t;764;t;f;68920;0
c;21;0.6337497047276774;u;g;no_cc;v;2.1975584431645507;f;403;f;t;129388;1
c;19;9.899602323899453;u;p;cc;v;0.5283234213087196;f;801;f;t;87231;1
c;23;3.2235384497472297;u;g;no_cc;t;3.204131573451031;f;474;t;f;137946;1
d;59;8.09874445854635;y;p;no_cc;t;1.080190912547998;t;720;f;f;100357;0
d;21;2.5464065476376385;y;g;cc;t;3.0979397744891477;f;433;t;t;23262;0
d;46;6.8150272222392925;u;p;cc;t;3.2510054619907667;f;690;f;t;86981;1
c;35;7.6022785988968655;y;p;no_cc;v;0.7601242656432405;f;800;t;f;140951;1
d;43;5.956387406078443;u;g;no_cc;t;0.3067481355533408;f;332;f;t;143099;1
c;61;4.715761885501584;y;p;no_cc;t;3.9038079303421993;t;354;t;t;101972;0
a;51;4.118409141472686;y;g;no_cc;v;2.2990021188466008;t;818;f;f;95485;1
b;27;3.4886826654299528;y;p;no_cc;v;0.29081897752737895;f;311;f;f;74722;0
c;53;9.29529144247826;y;g;no_cc;t;4.9743315858488355;t;827;t;t;109499;0
b;31;8.306194077877292;u;p;cc;t;0.2889028049818332;t;672;f;t;70818;0
d;48;9.650269106665126;u;p;cc;v;3.475176144292766;f;783;t;t;49932;0
c;65;1.2429722348554473;u;g;cc;v;4.918394626317068;f;527;t;f;26901;0
d;32;7.308674752036443;y;g;no_cc;v;1.195900521079628;f;606;t;t;137473;1
c;25;9.383404568210379;y;g;no_cc;t;0.7112468434359809;f;756;t;f;119023;1
a;31;1.8123306616566015;u;p;no_cc;v;0.6069246971121445;f;459;t;t;28597;0
c;40;0.664962673667775;y;g;cc;t;1.5163757378379779;f;630;f;t;149631;1
c;57;7.4112064929005905;y;p;cc;t;0.5052290550532335;f;524;f;f;83909;0
d;38;5.744731131799119;y;p;no_cc;v;3.4608067084706597;t;803;f;t;92391;1
a;33;8.41828776758272;u;g;cc;t;0.31145899065031346;t;755;t;f;104214;0
d;62;1.397723766262895;y;p;no_cc;v;2.5471106407489486;t;344;f;f;28263;0
d;35;7.952673118598902;u;p;cc;v;4.983484269264884;f;513;f;t;83293;0
d;64;2.0162732004774453;y;p;cc;t;4.069851347530094;t;358;t;f;132824;0
c;41;1.636559428657045;y;p;cc;t;3.0760971911550543;t;494;f;f;144933;0
c;43;1.6426579793099294;y;p;cc;v;1.5312681039330585;f;788;t;t;45805;1
c;42;8.14574720231382;y;g;cc;v;3.1194791814581926;f;456;t;t;111679;0
b;62;6.651972206962001;u;p;no_cc;t;2.6352073195582584;t;525;t;t;31874;0
d;58;5.230654247691193;y;p;no_cc;v;2.130416919451857;f;711;f;f;113065;1
a;46;3.5883048412350247;u;g;cc;v;0.6535518837009974;t;504;f;t;106402;0
b;32;8.772005408131083;y;g;cc;t;4.433021076202333;t;378;f;f;34079;0
c;62;3.924451074226354;u;g;no_cc;t;2.2489232441066127;f;423;f;t;69850;0
c;18;8.16599439471577;u;g;cc;v;0.9731125591038253;t;770;f;f;92779;0
d;42;4.391349085702184;y;;cc;v;1.838796754386448;t;517;t;t;115408;0
d;24;3.769444294249076;y;g;no_cc;t;2.0706487626446353;t;815;t;t;29018;0
b;26;;y;p;no_cc;t;4.137689477834371;t;403;t;f;140606;0
c;41;3.0137787416414206;y;g;no_cc;t;3.6680719028070103;t;692;f;t;69500;0
d;18;7.476093801762511;u;g;no_cc;v;;t;733;f;f;140062;0
b;61;5.027203900924792;y;p;cc;v;0.05515632214323607;f;630;t;f;32100;1
b;25;2.322126951468173;u;g;cc;t;2.0807699908988075;f;442;f;f;77021;0
b;41;8.995745732745684;y;g;cc;v;2.4067207581766183;t;839;f;t;134995;0
b;28;3.8389122137321143;y;p;cc;v;0.09596138411528343;f;577;t;f;39800;0
b;68;5.435528611139886;y;g;no_cc;v;1.299066043725171;t;532;f;t;148126;0
a;34;9.06472110964547;u;g;no_cc;v;3.801449115610675;t;828;t;t;83400;0
a;25;6.242379959139921;y;g;cc;t;0.6855485286449953;f;389;t;f;112446;1
c;52;1.1689804070836407;u;p;no_cc;v;2.6765506572629585;f;791;f;f;49437;1
c;52;9.398321236134752;y;p;cc;t;;t;498;t;t;123124;0
c;50;6.277080530714178;u;g;no_cc;t;0.060603873219466364;f;661;f;f;96537;1
b;22;3.3490561465708613;u;p;cc;v;1.2060072879977075;t;740;t;f;66675;0
c;59;1.3927207266338726;y;p;no_cc;v;4.879368774550269;f;325;f;f;39942;0
c;56;;u;p;cc;v;4.007685559414948;t;324;t;t;40862;0
d;58;6.200727559285135;u;g;cc;t;4.797883221605167;f;693;f;t;31669;1
c;45;5.334610919763215;u;p;cc;t;2.4392702196318123;t;;t;f;141219;1
d;24;8.938925830509577;y;g;no_cc;t;0.5486809933875175;t;600;f;t;73772;0
d;26;7.885972112245307;y;p;cc;t;2.739797444868465;t;638;t;t;35916;0
d;25;1.5167487973275118;u;g;cc;v;2.2718866727998046;f;566;f;t;30878;0
a;29;3.1172206779554825;y;p;cc;t;4.22178541369808;t;760;f;t;22985;0
d;51;2.4848913981446574;y;p;cc;t;0.49041290392122294;f;755;f;t;117905;1
b;50;7.43946292572677;y;p;cc;t;2.441205685108891;t;659;f;f;93648;0
d;65;0.3353243473577938;y;p;cc;t;0.7502433234699213;t;367;t;f;61235;0
d;40;5.698896848713165;u;g;no_cc;t;1.6233796344502998;t;711;f;f;38931;0
c;41;7.624586857406905;y;g;no_cc;t;3.686785386938998;f;790;f;t;112876;1
b;54;8.767656367617494;y;g;cc;v;2.3800906468438328;f;348;f;f;20336;0
a;52;3.4208174871590744;y;p;cc;t;1.8794414257288468;t;401;t;t;62933;0
d;61;8.212573046720129;u;p;no_cc;t;1.9723813928501766;f;515;t;f;104899;0
c;57;1.106317369552072;u;g;no_cc;v;2.297233842029933;t;737;f;t;65536;0
c;39;8.464522917345182;y;p;cc;t;3.9250827191852844;t;458;t;t;89504;0
b;44;1.2748866233198242;u;g;cc;t;4.460423444701172;f;788;t;t;119214;1
a;52;3.9728729056036727;u;p;cc;v;4.776673432519641;f;541;t;f;71148;0
c;18;7.972953657795536;y;p;cc;t;3.9345169312764754;f;304;f;f;133936;0
d;52;1.4991742734877378;y;g;no_cc;v;1.5770344787400636;f;660;f;f;36279;1
d;54;2.2925139523264146;u;p;cc;v;3.4406735304327105;f;758;t;f;88665;1
d;64;7.222525683930662;u;p;cc;t;2.1880156202769596;f;547;t;t;123751;0
b;31;7.200365365460744;u;p;cc;t;1.2733531102302558;f;721;t;f;124433;1
d;20;6.411476328852973;u;g;cc;t;4.204357897129613;f;314;f;t;91386;1
b;18;6.939484444671001;y;g;no_cc;t;0.19213174481162498;t;421;f;f;106124;0
b;22;5.427244433475962;y;p;cc;v;4.508809960677118;t;576;t;f;125750;0
b;43;2.5179905890695276;y;p;no_cc;t;2.307387323123671;f;752;t;f;97485;1
a;31;3.4569599350391944;y;g;no_cc;v;3.1860073840414023;t;689;t;f;94055;1
b;56;1.8159771680142567;u;g;cc;v;3.2967696110289135;f;593;f;f;111911;1
d;44;9.084505613336283;u;g;no_cc;t;4.475588703532682;f;745;f;t;118618;1
b;26;5.833917947661204;u;p;cc;t;3.183348410836037;t;509;f;f;97273;0
a;32;4.008514167636399;u;p;cc;v;3.069667923800309;t;601;f;t;86670;1
c;32;4.620058036441327;u;g;no_cc;t;0.3332602028034498;t;522;f;t;96474;0
d;43;9.472833396118153;y;g;cc;v;2.59204010972602;f;302;t;t;74028;0
b;59;1.533514031160802;y;g;no_cc;t;0.7508450040852083;t;817;f;f;110022;1
d;30;5.862298320167972;u;g;cc;t;3.687168843607428;f;392;f;f;133892;1
c;68;5.05888678884466;y;p;cc;v;2.5611096040633723;t;819;t;f;111632;1
b;49;6.1145423543464785;y;g;cc;t;3.4011388960417666;f;727;f;t;126651;1
a;56;0.18110183820840509;u;p;no_cc;v;0.20836450301192133;t;792;t;t;91128;1
c;66;8.721239089441514;u;g;cc;v;0.4239600802290161;f;534;t;t;38108;0
a;69;9.321182824836123;y;g;cc;t;3.5816169403134115;f;460;f;t;72495;0
a;49;5.65133183589209;y;g;cc;v;0.36042167999336683;t;630;t;f;102806;1
b;21;6.966508238768922;y;g;cc;v;0.356283638826293;t;632;f;t;113185;1
a;47;9.224993811772958;y;p;no_cc;t;;f;349;t;t;96533;0
b;54;7.072386343133986;y;g;cc;v;4.7825069914974;f;;t;t;119025;1
c;40;1.5253904291426135;y;p;cc;t;3.687541797295035;t;791;f;f;76830;0
b;56;5.762883601668132;u;p;no_cc;t;1.7662570425103208;f;571;f;t;94640;1
b;62;6.067150463828559;y;g;no_cc;v;1.4826779064382762;f;551;;f;72509;0
b;32;4.24130671302386;u;p;no_cc;t;1.7485161487292478;t;389;f;f;86406;0
c;60;7.3644423562472285;u;g;cc;v;3.8732676559059094;f;745;t;t;114220;1
a;46;9.343670147690148;y;g;cc;v;3.306853055352072;t;631;f;f;59519;0
d;53;9.255685129067764;y;g;cc;v;0.9259778393373397;t;438;f;f;69649;0
a;30;4.508393714041321;u;g;no_cc;v;0.8705466766704217;t;656;t;f;54524;0
d;49;1.1323804584075525;y;g;cc;v;0.4919782485669866;t;573;f;f;116493;0
c;24;9.848411989623346;u;g;cc;t;3.301513598506691;t;318;f;t;53885;0
c;68;8.388980864459342;y;p;cc;t;3.8218633111086797;t;610;f;f;64369;0
c;39;1.2466268120326685;y;p;no_cc;v;1.3252321416250201;f;453;t;f;121132;1
b;45;9.208418826173723;y;g;cc;v;0.10472480515456406;f;689;t;f;115402;1
c;19;8.698963620621283;y;p;cc;t;0.41085833738213673;t;559;f;f;50676;0
a;59;5.188380571260721;u;p;no_cc;t;4.839300174225152;t;424;t;f;84093;0
d;62;5.912754357449293;u;p;no_cc;t;1.4772238873871013;f;653;f;t;67764;1
c;23;3.9900270387013026;u;p;cc;v;3.846115739190668;f;572;t;f;70799;0
c;45;0.5476163882203133;u;g;no_cc;v;3.1233178442713188;t;544;f;f;99414;0
b;45;3.3519724164590095;y;g;cc;v;1.9096981982644796;t;749;f;t;125296;1
a;61;8.028534485980114;u;g;cc;v;1.0284363109777757;f;546;t;f;113095;0
b;61;0.04632023004602859;y;g;no_cc;v;0.6069320907970321;f;819;f;t;132082;1
a;37;3.334991716911442;u;p;cc;v;3.075064840194333;t;440;f;f;92307;0
d;47;3.9816869359094333;y;g;cc;v;3.87316890318894;f;661;t;t;102062;1
c;28;5.373956029379229;u;p;cc;v;3.2195212677056535;f;307;t;t;115432;1
d;45;9.198556164127606;y;p;no_cc;v;2.6515106662457915;f;777;t;f;51923;0
a;42;3.4634599436596125;y;g;no_cc;v;0.20975611715818132;t;651;t;t;137449;1
c;56;3.469532018962277;y;g;cc;v;4.842443887971919;f;794;t;f;121739;1
d;50;7.3750124810974835;y;g;no_cc;v;3.9935709582728727;f;726;t;t;124926;1
b;18;4.522179408898071;y;g;;v;1.4641101835048236;f;338;f;t;98388;1
a;44;2.2460482293998196;y;p;no_cc;v;4.899851646794254;t;486;t;f;67574;0
d;69;4.524395161326934;u;g;no_cc;v;3.0094079481816105;t;392;f;f;63391;0
c;30;1.4085702037979986;u;g;no_cc;v;2.912113291036232;t;385;t;t;148691;0
d;58;1.763869865062233;y;g;cc;t;3.7403658971476608;f;343;f;f;141757;1
a;20;4.983677727394797;y;p;cc;v;4.058848940450687;f;436;f;t;73664;0
b;56;4.189254495045479;y;p;no_cc;v;3.2823930366575134;f;720;f;t;87384;1
a;23;9.148459010681;u;g;no_cc;v;0.6404787318310001;t;373;f;t;51027;0
a;25;3.623938991166331;u;p;cc;t;1.691337529972492;t;847;t;t;55464;0
d;44;5.805883502780435;u;g;no_cc;v;4.640418201630249;t;811;f;f;54485;0
a;26;6.322642879195303;y;g;no_cc;t;1.1230780592192597;f;455;t;f;148366;1
a;54;0.13094456588333636;y;g;no_cc;v;1.8608351191875667;f;554;t;f;39456;0
a;50;6.635373720167106;y;p;no_cc;t;2.16038441472098;f;470;f;f;94795;1
d;68;1.7803596686975143;u;g;cc;v;2.197024948472261;f;469;t;t;55554;0
c;59;9.610703174694551;y;g;no_cc;t;3.0646979124726275;t;621;f;t;66922;0
c;61;1.4866272775311296;u;p;cc;v;4.715379188723538;f;755;f;t;33409;1
d;41;4.146241237270237;y;g;no_cc;t;1.203463559162525;f;454;f;f;89327;1
b;32;0.8534966807864386;y;p;no_cc;t;0.6075068815045903;f;648;f;f;111400;1
c;49;9.968742518459473;u;p;cc;v;0.9873524492996866;f;750;f;t;56639;0
a;49;5.021950103312426;y;p;no_cc;v;4.434624501046348;t;472;t;t;120110;0
c;41;5.953850173200438;y;p;no_cc;v;3.2290540632760303;t;309;f;t;83627;0
a;58;0.6707647738842748;y;g;cc;v;1.4295339461958005;t;564;t;f;103424;0
b;69;7.499604703991778;y;g;cc;t;4.079734694843086;t;737;f;f;39692;0
a;66;2.0990559309558576;y;g;no_cc;t;4.30684998181718;t;546;t;f;109037;0
c;66;8.980542894407137;u;p;o_cc;v;4.232571693451391;t;845;f;f;98840;0
d;69;2.0513964048200717;u;p;no_cc;t;4.5946326681977725;t;798;f;f;74200;0
d;29;1.9068772066366657;y;p;cc;t;1.261205100866808;f;428;t;f;113063;1
a;56;0.3654966784809488;y;g;cc;v;3.7752096437313916;t;626;t;f;77415;0
b;19;4.720669451099992;u;g;no_cc;v;2.3026974863707;f;703;t;t;38074;1
b;20;5.648411332626164;u;g;no_cc;v;4.209992764450307;t;658;t;t;35549;0
b;66;0.6570863942835237;u;g;no_cc;t;3.642453385808066;f;316;t;t;49963;0
a;54;7.755276166950106;u;g;cc;t;3.882237232498623;t;573;t;t;111456;0
d;66;4.532888347480276;y;g;no_cc;v;3.2808091884053576;t;415;f;t;116362;0
d;34;5.243902693275801;y;p;no_cc;t;0.8871438473485344;t;390;t;t;121607;0
a;66;4.407627469382281;y;g;cc;t;2.7251345944846914;f;381;f;f;72265;0
d;19;4.00763060875326;u;p;cc;v;4.923348697622541;t;623;f;t;36061;0
d;19;5.596403313082179;y;g;cc;t;4.6869403324855945;t;413;t;f;78226;0
b;45;1.552402459307125;y;p;cc;t;0.21586867898505835;t;357;t;f;48810;0
b;40;1.8192813049527112;u;p;no_cc;v;0.8240740786471856;t;453;f;t;80006;0
d;54;8.617856210135173;y;g;cc;t;0.6586438672728095;f;703;t;t;142538;1
b;49;9.461154621336327;y;p;no_cc;t;3.6298995499264777;f;565;t;t;133502;0
c;50;3.7330931627975295;u;p;no_cc;t;4.088926649284725;t;614;t;t;42800;0
a;18;2.707446731435538;y;p;cc;t;1.0675568315533597;f;340;t;t;136192;1
c;36;6.439995432390157;y;p;no_cc;v;2.529263464759145;t;404;f;t;128959;0
b;19;4.087341710980964;u;g;no_cc;v;4.203515140056;t;492;t;f;145433;0
a;61;0.2538635566034486;u;p;cc;v;3.664007723831253;t;700;f;f;127228;1
d;43;1.5615259736619036;u;g;no_cc;t;2.7111860274592416;t;577;f;t;95476;0
b;49;7.159722288473976;u;p;no_cc;v;2.9517384522938643;f;653;f;f;89460;1
a;23;6.589239419101514;u;p;no_cc;v;2.5418027345814;f;555;t;t;77767;0
c;49;0.2709599250348349;u;g;no_cc;t;1.4877422565941028;t;398;t;;48054;0
a;21;2.219721619329494;y;g;no_cc;t;2.8251099642950805;t;581;t;t;95319;0
a;28;2.310747965880714;y;g;no_cc;v;3.4444265102504534;t;702;t;t;122789;1
d;34;6.718927435987284;u;g;no_cc;v;4.366614579304039;t;408;t;f;65397;0
c;55;0.19710537754364155;y;p;cc;t;3.1814567698962404;t;498;f;f;33233;0
c;41;1.0410858198457384;y;g;no_cc;t;3.80560768521579;f;602;t;t;131205;1
a;22;7.999160853731894;u;g;cc;t;0.800358174772865;f;626;f;t;110020;1
c;69;1.7854466205433361;y;g;cc;t;2.3077873720989492;t;453;t;f;45068;0
d;51;6.527461078518747;u;p;no_cc;t;0.04665809913546648;f;704;t;f;85727;1
a;23;2.381827810467265;y;p;no_cc;t;1.233394322608115;f;761;f;f;110610;1
b;39;0.9944139275934516;u;p;cc;v;3.632308575565024;f;431;f;f;90453;1
c;28;2.4317219099945406;y;g;cc;v;4.9590497567468175;t;383;f;f;124135;0
d;65;7.2226693185565916;y;g;no_cc;v;0.49589049793607953;f;698;t;t;45832;0
b;33;8.556964681062858;u;p;cc;t;2.0074715793064413;f;408;f;t;128464;0
d;50;8.302198645669916;y;g;cc;v;4.000354843495797;t;520;t;t;106242;0
c;26;3.9718352961845484;u;p;no_cc;t;1.0201781731444943;f;667;f;t;33682;1
b;23;6.680851365706461;u;g;cc;v;2.7754247465114315;f;446;f;f;112298;1
a;33;2.0498429541582097;u;g;;t;3.665356480148374;f;411;f;t;43383;0
a;46;2.9314773026101326;u;g;no_cc;v;3.0799272513008953;f;793;t;t;78160;1
d;20;8.963358185211197;u;g;no_cc;t;0.9401236730770807;f;804;t;f;113332;1
c;37;0.13001923510736035;u;p;cc;t;1.776922843428697;t;774;f;t;43666;0
a;53;0.8550853085446808;y;g;no_cc;v;3.9189589224269863;t;570;f;t;78817;0
a;36;2.078862551460273;y;p;cc;v;2.7711325706600833;f;720;f;f;111198;1
a;43;0.26532203873819715;y;p;cc;t;0.026148067714563683;t;666;t;t;130695;1
b;20;1.8143543508979731;y;g;no_cc;t;3.8049538001404692;t;579;f;t;54642;0
c;36;5.830415609696922;u;p;cc;t;0.17655677470119535;f;582;t;t;61830;0
a;37;4.214245505924979;u;g;no_cc;v;3.728668913656161;t;339;f;t;123067;0
c;49;8.926717110769749;u;g;cc;t;1.012402800826187;f;488;t;t;30234;0
d;24;8.17443561738441;y;g;cc;v;4.790367400596901;f;463;f;f;77616;0
c;69;3.4181735169787597;u;p;no_cc;t;1.8397037565104224;t;835;t;t;29221;0
d;58;2.594234334312925;u;p;no_cc;t;1.6346580816903955;t;835;t;f;31410;0
d;50;3.7969240816726693;y;p;cc;t;0.7444402516622234;t;303;f;t;100055;0
c;57;5.902949425148077;u;g;cc;t;1.5280210774510743;t;589;f;t;81413;0
c;56;2.6806364082287626;y;p;no_cc;t;4.383253809141003;t;732;f;t;21051;0
b;35;6.24148907849134;y;g;no_cc;t;4.981671688136236;t;770;f;t;130529;1
a;57;4.0941165219124045;y;g;cc;t;1.8415476525342416;t;480;f;f;95301;0
a;18;5.520471808519803;y;p;cc;v;2.2430531547727126;f;547;f;f;96918;1
a;28;4.361265291353167;y;g;cc;t;3.6103546910136854;f;578;t;f;98116;1
b;45;2.9446575954191765;u;g;cc;v;4.430978902325372;t;553;f;f;142226;0
c;42;9.484533069621566;u;g;cc;t;2.9652216709339205;t;480;t;f;76563;0
b;67;7.636057941597608;y;g;cc;t;1.9576284908891468;t;808;t;t;117859;0
c;40;1.4011317576645255;y;p;no_cc;v;2.0631092042431187;f;625;f;f;64757;1
c;48;8.684679758979128;y;g;cc;t;3.478090732484034;f;656;f;t;146169;1
b;47;4.874311982495136;y;p;no_cc;v;0.016091318021393408;f;690;f;t;141008;1
c;59;8.945522268940914;y;p;no_cc;v;3.0979466872992036;t;384;f;f;97475;0
b;52;7.998552559473152;y;g;cc;t;1.777465052206787;t;616;f;t;71257;0
b;24;4.252135044692334;y;g;cc;t;3.9709866563854215;f;511;f;f;115500;1
d;33;0.22469308320117398;y;p;cc;v;0.4649531991156608;t;814;f;t;20307;0
a;43;2.686773593849461;y;p;no_cc;t;2.9410113347419524;f;683;f;t;76889;1
b;65;5.416342146608669;u;p;no_cc;v;;t;641;t;f;88895;1
a;69;6.334782198261473;u;g;cc;v;3.211627629526137;f;337;t;f;115184;1
c;66;2.578876854332023;y;g;cc;t;0.32426797241484173;t;810;f;t;55944;0
c;19;1.3935607407282413;y;g;cc;v;2.899918937140656;f;719;t;f;119555;1
b;18;8.34930236799299;y;p;no_cc;t;2.8074229397976187;t;468;f;t;58134;0
c;65;9.84402180703552;u;g;no_cc;t;2.8033004720808545;f;642;f;f;47323;0
a;29;5.256901823026858;y;g;cc;v;3.017438332982274;f;605;t;t;136205;1
a;22;1.716792858483035;y;p;cc;v;3.382339686131811;f;841;t;f;91762;1
a;54;2.7230732651936895;y;g;cc;v;4.024944998403849;t;836;f;f;107225;1
d;49;0.18390676547466733;y;p;cc;v;1.3491036006410717;f;411;t;t;116507;1
d;26;9.14298806560499;y;p;no_cc;t;4.1252470509003105;t;710;t;t;45954;0
b;58;1.1775108289014113;u;g;cc;v;2.491278411317268;t;505;t;t;75021;0
d;52;5.765164755142536;y;p;no_cc;t;0.3852913956716558;f;484;t;t;109959;1
a;36;2.74055220687206;u;g;cc;t;0.292754646219896;f;681;f;f;115927;1
c;65;5.541780025157934;y;p;no_cc;v;1.6711915934803039;f;795;t;f;99866;1
d;33;6.514203883518642;y;p;no_cc;v;3.9244848855573378;f;678;f;t;90427;1
d;20;8.297418037072017;u;g;no_cc;v;3.5384046737045787;f;346;f;t;24992;0
a;37;2.064212717606032;u;g;no_cc;v;3.943074823362032;t;827;t;t;21961;0
d;41;0.10995828658480478;u;g;no_cc;v;2.586345282208047;t;803;f;f;32497;0
d;50;1.3688563006880727;u;g;cc;t;2.2009949897774526;t;321;t;t;137551;0
c;41;9.00018641848105;u;p;cc;t;0.7372626335314197;f;512;t;t;52551;0
b;69;8.738900775625153;y;g;no_cc;v;1.6409637680465576;t;609;t;f;96384;0
a;28;5.974131021703083;u;g;no_cc;t;2.1700968308693764;f;571;f;f;145374;1
c;66;6.005168604336534;y;g;cc;t;0.44300214839808616;f;501;f;t;75755;0
b;25;6.650366745462555;;p;cc;t;1.1030597635560562;t;331;t;f;33255;0
a;53;1.753712786234496;u;g;cc;v;2.991126470318694;t;742;f;f;24567;0
c;55;9.144119459249598;y;p;cc;t;3.678315571195949;f;461;f;t;68847;0
