A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,Class
d,66,8.721239089441514,u,p,no_cc,v,0.4239600802290161,f,?,f,f,38108,0
b,69,9.321182824836123,u,p,cc,v,3.5816169403134115,t,460,t,f,72495,0
b,49,5.65133183589209,u,g,no_cc,v,0.36042167999336683,f,630,f,t,102806,1
b,21,6.966508238768922,u,p,cc,v,0.356283638826293,f,632,f,t,113185,1
b,47,9.224993811772958,u,p,no_cc,v,0.06054237617443725,t,349,f,t,96533,0
a,54,7.072386343133986,y,p,cc,v,4.7825069914974,f,822,f,f,119025,1
c,40,1.5253904291426135,y,p,cc,v,3.687541797295035,f,791,t,t,76830,1
d,56,5.762883601668132,u,p,no_cc,v,1.7662570425103208,f,571,f,f,94640,1
d,62,6.067150463828559,y,p,no_cc,v,1.4826779064382762,t,551,t,t,72509,0
b,32,4.24130671302386,y,p,no_cc,v,1.7485161487292478,f,389,t,f,86406,1
b,60,7.3644423562472285,u,g,cc,v,3.8732676559059094,t,745,f,t,114220,0
a,46,9.343670147690148,u,p,no_cc,t,3.306853055352072,t,631,,f,59519,0
d,53,9.255685129067764,u,p,cc,t,0.9259778393373397,f,438,t,f,69649,0
d,30,4.508393714041321,y,p,no_cc,t,0.8705466766704217,t,656,t,t,54524,0
a,49,1.1323804584075525,u,g,no_cc,t,0.4919782485669866,f,573,f,f,116493,1
b,24,9.848411989623346,u,p,cc,v,3.301513598506691,t,318,t,f,53885,0
c,68,8.388980864459342,y,p,cc,t,3.8218633111086797,t,610,t,f,64369,0
a,39,1.2466268120326685,u,g,cc,t,1.3252321416250201,f,453,f,t,121132,1
b,45,9.208418826173723,u,p,no_cc,v,0.10472480515456406,f,689,t,f,115402,1
a,19,8.698963620621283,u,g,no_cc,v,0.41085833738213673,f,559,f,t,50676,0
c,59,5.188380571260721,u,p,no_cc,t,4.839300174225152,f,424,f,t,84093,1
d,62,5.912754357449293,u,p,no_cc,v,1.4772238873871013,t,653,t,f,67764,0
a,23,3.9900270387013026,u,p,no_cc,v,3.846115739190668,t,572,t,f,70799,0
d,45,0.5476163882203133,y,p,no_cc,t,3.1233178442713188,t,544,t,f,99414,0
c,45,3.3519724164590095,y,p,no_cc,v,1.9096981982644796,t,749,f,f,125296,1
a,61,8.028534485980114,u,g,cc,v,1.0284363109777757,t,546,t,f,113095,0
d,61,0.04632023004602859,u,p,no_cc,t,0.6069320907970321,t,819,t,t,132082,1
a,37,3.334991716911442,u,g,cc,t,3.075064840194333,f,440,f,t,92307,1
c,47,3.9816869359094333,u,g,no_cc,v,3.87316890318894,f,661,t,t,102062,1
b,28,5.373956029379229,u,p,no_cc,v,3.2195212677056535,f,307,t,t,115432,1
d,45,9.198556164127606,y,g,cc,v,2.6515106662457915,f,777,f,f,51923,0
d,42,3.4634599436596125,y,p,no_cc,v,0.20975611715818132,f,651,f,t,137449,1
a,56,3.469532018962277,u,g,cc,v,4.842443887971919,t,794,f,f,121739,1
b,50,7.3750124810974835,u,g,no_cc,t,3.9935709582728727,f,726,t,t,124926,1
c,18,4.522179408898071,u,g,no_cc,t,1.4641101835048236,f,338,f,t,98388,1
c,44,2.2460482293998196,y,g,no_cc,t,4.899851646794254,f,486,f,t,67574,0
b,69,4.524395161326934,y,p,cc,t,3.0094079481816105,f,392,f,f,63391,0
a,30,1.4085702037979986,u,g,no_cc,t,2.912113291036232,t,385,t,t,148691,0
c,58,1.763869865062233,y,g,no_cc,t,3.7403658971476608,t,343,t,t,141757,0
c,20,4.983677727394797,u,p,no_cc,v,4.058848940450687,t,436,t,f,73664,0
d,56,4.189254495045479,y,p,no_cc,v,3.2823930366575134,f,720,f,t,87384,1
a,23,9.148459010681,u,p,cc,v,0.6404787318310001,t,373,f,t,51027,0
a,25,3.623938991166331,u,p,no_cc,v,1.691337529972492,f,847,t,f,55464,1
c,44,5.805883502780435,u,g,no_cc,v,4.640418201630249,f,811,t,t,54485,1
d,26,6.322642879195303,y,p,no_cc,v,1.1230780592192597,f,455,t,f,148366,1
a,54,0.13094456588333636,y,g,cc,v,1.8608351191875667,f,554,f,f,39456,0
c,50,6.635373720167106,u,p,no_cc,t,2.16038441472098,t,470,t,f,94795,0
d,68,1.7803596686975143,y,g,no_cc,t,2.197024948472261,t,469,f,t,55554,0
d,59,9.610703174694551,y,g,cc,v,3.0646979124726275,t,621,t,t,66922,0
d,61,1.4866272775311296,y,p,cc,v,4.715379188723538,f,755,t,t,33409,1
d,41,4.146241237270237,y,g,cc,v,1.203463559162525,t,454,t,f,89327,0
d,32,0.8534966807864386,u,p,cc,t,0.6075068815045903,f,648,t,f,111400,1
c,49,9.968742518459473,y,g,no_cc,v,0.9873524492996866,t,750,t,t,56639,0
c,49,5.021950103312426,u,p,cc,v,4.434624501046348,t,472,t,t,120110,0
a,41,5.953850173200438,y,p,no_cc,v,3.2290540632760303,t,309,t,f,83627,0
b,58,0.6707647738842748,y,p,cc,v,1.4295339461958005,f,564,f,t,103424,1
a,69,7.499604703991778,u,g,cc,t,4.079734694843086,t,737,f,f,39692,0
b,66,2.0990559309558576,y,g,no_cc,v,4.30684998181718,t,546,f,f,109037,0
a,66,8.980542894407137,y,g,no_cc,t,4.232571693451391,f,845,t,t,98840,1
b,69,2.0513964048200717,u,g,no_cc,t,4.5946326681977725,t,798,t,f,74200,0
c,29,1.9068772066366657,u,g,cc,t,1.261205100866808,t,428,f,f,113063,0
c,56,0.3654966784809488,u,g,no_cc,v,3.7752096437313916,f,626,f,t,77415,1
a,19,4.720669451099992,u,p,cc,t,2.3026974863707,f,703,f,t,38074,1
a,20,5.648411332626164,u,p,no_cc,v,4.209992764450307,t,658,f,f,35549,0
b,66,0.6570863942835237,y,p,no_cc,v,3.642453385808066,t,316,f,f,49963,0
a,54,7.755276166950106,y,p,cc,t,3.882237232498623,t,573,f,f,111456,0
d,66,4.532888347480276,u,g,cc,t,3.2808091884053576,t,415,f,f,116362,0
b,34,5.243902693275801,u,g,no_cc,v,0.8871438473485344,f,390,t,f,121607,1
d,66,4.407627469382281,y,g,no_cc,t,2.7251345944846914,t,381,f,t,72265,0
b,19,4.00763060875326,u,p,no_cc,t,4.923348697622541,f,623,f,f,36061,1
b,19,5.596403313082179,y,p,cc,t,4.6869403324855945,f,413,t,t,78226,0
d,45,1.552402459307125,u,g,no_cc,v,0.21586867898505835,t,357,f,t,48810,0
b,40,1.8192813049527112,y,g,cc,v,0.8240740786471856,t,453,t,t,80006,0
b,54,8.617856210135173,y,g,cc,t,0.6586438672728095,f,703,t,t,142538,1
d,49,9.461154621336327,u,g,no_cc,t,3.6298995499264777,f,565,t,t,133502,0
b,50,3.7330931627975295,y,g,no_cc,v,4.088926649284725,t,614,t,t,42800,0
d,18,2.707446731435538,u,p,cc,t,1.0675568315533597,f,340,f,f,136192,1
c,36,6.439995432390157,y,p,cc,t,2.529263464759145,t,404,f,t,128959,0
d,19,4.087341710980964,y,g,cc,t,4.203515140056,f,492,f,t,145433,1
c,61,0.2538635566034486,y,g,cc,t,3.664007723831253,f,700,f,t,127228,1
a,43,1.5615259736619036,u,p,cc,v,2.7111860274592416,t,577,t,t,95476,0
c,49,7.159722288473976,u,g,no_cc,t,2.9517384522938643,t,653,f,f,89460,0
b,23,6.589239419101514,y,p,cc,t,2.5418027345814,t,555,t,t,77767,0
b,49,0.2709599250348349,y,p,cc,v,1.4877422565941028,t,398,f,t,48054,0
a,21,2.219721619329494,u,p,cc,t,2.8251099642950805,t,581,t,f,95319,0
c,28,2.310747965880714,y,p,cc,t,3.4444265102504534,f,702,f,f,122789,1
d,34,6.718927435987284,u,p,no_cc,t,4.366614579304039,t,408,t,t,,0
b,55,0.19710537754364155,u,p,cc,v,3.1814567698962404,t,498,f,f,33233,0
c,41,1.0410858198457384,u,p,no_cc,v,3.80560768521579,t,602,f,t,131205,1
b,22,7.999160853731894,y,g,no_cc,v,0.800358174772865,t,626,t,t,110020,0
d,69,1.7854466205433361,u,p,cc,t,2.3077873720989492,t,453,f,t,45068,0
b,51,6.527461078518747,u,p,no_cc,t,0.04665809913546648,t,704,f,t,85727,1
d,23,2.381827810467265,y,p,no_cc,t,1.233394322608115,t,761,f,t,110610,1
d,39,0.9944139275934516,y,g,cc,v,3.632308575565024,t,431,t,t,90453,0
d,28,2.4317219099945406,u,g,no_cc,v,4.9590497567468175,t,383,f,t,124135,0
c,65,7.2226693185565916,y,g,cc,v,0.49589049793607953,f,698,f,t,45832,0
d,33,8.556964681062858,u,g,cc,v,2.0074715793064413,t,408,t,t,128464,0
c,50,8.302198645669916,y,g,cc,t,4.000354843495797,t,520,f,f,106242,0
d,26,3.9718352961845484,u,p,no_cc,v,1.0201781731444943,t,667,t,t,33682,0
c,23,6.680851365706461,y,g,no_cc,t,2.7754247465114315,t,446,t,f,112298,0
a,33,2.0498429541582097,u,g,cc,t,3.665356480148374,t,411,f,f,43383,0
d,46,2.9314773026101326,u,g,no_cc,v,3.0799272513008953,t,793,t,t,78160,0
a,20,8.963358185211197,y,g,cc,v,0.9401236730770807,t,804,t,t,113332,0
c,37,0.13001923510736035,y,p,no_cc,t,1.776922843428697,t,774,t,f,43666,0
d,53,0.8550853085446808,y,p,no_cc,v,3.9189589224269863,t,570,t,t,78817,0
b,36,2.078862551460273,y,p,cc,v,2.7711325706600833,t,720,f,t,111198,1
a,43,0.26532203873819715,u,p,no_cc,t,0.026148067714563683,t,666,f,t,130695,1
b,20,1.8143543508979731,y,p,no_cc,t,3.8049538001404692,t,579,t,f,54642,0
a,36,5.830415609696922,u,g,no_cc,v,0.17655677470119535,f,582,f,t,61830,0
d,37,4.214245505924979,y,p,no_cc,v,3.728668913656161,t,339,f,t,123067,0
b,49,8.926717110769749,u,g,cc,t,1.012402800826187,f,488,t,t,30234,0
d,24,8.17443561738441,y,g,no_cc,t,4.790367400596901,f,463,f,t,77616,0
d,69,3.4181735169787597,u,g,cc,v,1.8397037565104224,f,835,t,t,29221,1
a,58,2.594234334312925,u,g,no_cc,t,1.6346580816903955,f,835,t,f,31410,1
c,50,3.7969240816726693,y,g,cc,v,0.7444402516622234,f,303,t,t,100055,1
b,57,5.902949425148077,y,p,no_cc,t,1.5280210774510743,f,589,f,f,81413,1
c,56,2.6806364082287626,u,g,cc,v,4.383253809141003,f,732,f,f,21051,1
c,35,6.24148907849134,y,g,cc,t,4.981671688136236,f,770,f,t,130529,1
c,57,4.0941165219124045,y,p,cc,t,1.8415476525342416,f,480,f,f,95301,1
b,18,5.520471808519803,y,p,cc,t,2.2430531547727126,f,547,t,f,96918,1
c,28,4.361265291353167,u,p,cc,v,3.6103546910136854,t,578,f,f,98116,0
a,45,2.9446575954191765,y,g,no_cc,t,4.430978902325372,f,553,f,f,142226,1
c,42,9.484533069621566,u,g,cc,t,2.9652216709339205,f,480,f,t,76563,0
b,67,7.636057941597608,u,g,cc,v,1.9576284908891468,t,808,t,f,117859,0
c,40,1.4011317576645255,y,p,cc,t,2.0631092042431187,t,625,f,t,64757,0
a,48,8.684679758979128,u,g,cc,t,3.478090732484034,f,656,f,?,146169,1
d,47,4.874311982495136,y,p,cc,t,0.016091318021393408,t,690,t,t,141008,1
d,59,8.945522268940914,y,p,cc,v,3.0979466872992036,t,384,t,f,97475,0
c,52,7.998552559473152,u,p,cc,v,1.777465052206787,f,616,f,f,71257,0
d,24,4.252135044692334,u,g,cc,v,3.9709866563854215,t,511,t,f,115500,0
b,33,0.22469308320117398,y,p,no_cc,v,0.4649531991156608,f,814,t,f,20307,1
b,43,2.686773593849461,u,p,no_cc,v,2.9410113347419524,f,683,t,t,76889,1
d,65,5.416342146608669,y,g,cc,v,2.404864449430619,f,641,t,f,88895,1
a,69,6.334782198261473,y,p,cc,t,3.211627629526137,t,337,t,t,115184,0
d,66,2.578876854332023,y,p,no_cc,v,0.32426797241484173,t,810,f,f,55944,0
c,19,1.3935607407282413,y,p,cc,t,2.899918937140656,f,719,f,t,119555,1
b,18,8.34930236799299,u,g,no_cc,v,2.8074229397976187,f,468,f,t,58134,0
d,65,9.84402180703552,y,p,cc,t,2.8033004720808545,f,642,f,t,47323,0
a,29,5.256901823026858,y,p,cc,v,?,t,605,f,t,136205,1
d,22,1.716792858483035,y,g,no_cc,v,3.382339686131811,f,841,t,f,91762,1
a,54,2.7230732651936895,u,p,cc,t,4.024944998403849,t,836,f,t,107225,1
d,49,0.18390676547466733,y,p,cc,t,1.3491036006410717,f,411,t,t,116507,1
a,26,9.14298806560499,y,g,cc,t,4.1252470509003105,t,710,f,f,45954,0
a,58,1.1775108289014113,y,p,cc,t,2.491278411317268,t,505,t,f,75021,0
c,52,5.765164755142536,u,p,cc,t,0.3852913956716558,t,484,t,f,109959,0
a,36,2.74055220687206,u,p,cc,t,0.292754646219896,t,681,t,t,115927,1
d,65,5.541780025157934,u,p,cc,v,1.6711915934803039,f,795,f,f,99866,1
a,33,6.514203883518642,u,p,cc,v,3.9244848855573378,f,678,f,f,90427,1
b,20,8.297418037072017,u,g,cc,t,3.5384046737045787,t,346,f,f,24992,0
b,37,2.064212717606032,y,g,cc,t,3.943074823362032,f,827,t,t,21961,1
b,41,0.10995828658480478,y,p,cc,v,2.586345282208047,f,803,f,f,32497,1
a,50,1.3688563006880727,u,p,no_cc,v,2.2009949897774526,f,321,f,f,137551,1
b,41,9.00018641848105,u,g,cc,t,0.7372626335314197,t,512,t,f,52551,0
c,69,8.738900775625153,u,p,cc,t,1.6409637680465576,f,609,t,f,96384,1
d,28,5.974131021703083,u,g,cc,t,2.1700968308693764,f,571,t,f,145374,1
c,66,6.005168604336534,u,p,cc,v,0.44300214839808616,f,501,t,t,75755,0
a,25,6.650366745462555,u,g,?,t,1.1030597635560562,t,331,t,t,33255,0
a,53,1.753712786234496,y,p,no_cc,v,2.991126470318694,t,742,f,t,24567,0
